transaction_id,account_id,amount,iso_currency_code,date,name,merchant_name,category,pending,payment_channel
txn_dawn_0001,acc_dawn_chk_01,2800.00,USD,2026-10-01,BERCU MORTGAGE 8842,Berkeley Educators Credit Union,Payment;Loan;Mortgage,false,other
txn_dawn_0002,acc_dawn_chk_01,850.00,USD,2026-10-01,PROPERTY TAX ESCROW,Alameda County,Government;Taxes,false,other
txn_dawn_0003,acc_dawn_chk_01,320.00,USD,2026-10-03,PGE UTILITIES,Pacific Gas and Electric,Service;Utilities,false,online
txn_dawn_0004,acc_dawn_chk_01,140.00,USD,2026-10-03,SONIC FIBER,Sonic,Service;Telecommunications,false,online
txn_dawn_0005,acc_dawn_chk_01,442.35,USD,2026-10-04,BERKELEY BOWL GROCERIES,Berkeley Bowl,Food and Drink;Groceries,false,in store
txn_dawn_0006,acc_dawn_chk_01,152.80,USD,2026-10-05,MAISON TERRE,Maison Terre,Food and Drink;Restaurants,false,in store
txn_dawn_0007,acc_dawn_chk_01,180.00,USD,2026-10-06,CHEVRON,Chevron,Travel;Gas Stations,false,in store
txn_dawn_0008,acc_dawn_chk_01,247.50,USD,2026-10-07,OLD ELM CHESS BOOKS,Old Elm Chess Books,Shops;Books and Supplies,false,online
txn_dawn_0009,acc_dawn_chk_01,380.00,USD,2026-10-09,HEALTH SUPPLEMENTS,Berkeley Wellness Pharmacy,Healthcare;Pharmacy,false,in store
txn_dawn_0010,acc_dawn_chk_01,150.00,USD,2026-10-10,BERKELEY BOOK ARTS,Berkeley Book Arts,Shops;Books and Supplies,false,in store
txn_dawn_0011,acc_dawn_chk_01,5170.00,USD,2026-09-30,STRIPE PAYOUT COACHING,Stripe,Transfer;Deposit;Income,false,online
txn_dawn_0012,acc_dawn_chk_01,6190.00,USD,2026-10-30,STRIPE PAYOUT COACHING,Stripe,Transfer;Deposit;Income,false,online
txn_dawn_0013,acc_dawn_chk_01,300.00,USD,2026-09-14,GRANDMASTER REVIEW ROYALTY AUG,Grandmaster Review LLC,Transfer;Deposit;Income,false,online
txn_dawn_0014,acc_dawn_chk_01,437.55,USD,2026-10-15,MONTEREY MARKET,Monterey Market Berkeley,Food and Drink;Groceries,false,in store
txn_dawn_0015,acc_dawn_chk_01,410.00,USD,2026-10-17,KAVKASKY CHESS ANTIQ,Kavkasky Chess Antiquarian,Shops;Books and Supplies,false,online
txn_dawn_0016,acc_dawn_chk_01,128.40,USD,2026-10-18,BERKELEY REP,Berkeley Repertory Theatre,Recreation;Arts and Entertainment,false,online
txn_dawn_0017,acc_dawn_chk_01,200.00,USD,2026-10-20,BERKELEY CHESS FOUNDATION,Berkeley Chess Foundation,Community;Donation,false,online
txn_dawn_0018,acc_dawn_chk_01,150.00,USD,2026-10-21,JSTOR NATHAN,JSTOR,Service;Subscription,false,online
txn_dawn_0019,acc_dawn_chk_01,148.00,USD,2026-10-22,SHELL,Shell,Travel;Gas Stations,false,in store
txn_dawn_0020,acc_dawn_chk_01,325.55,USD,2026-10-23,BERKELEY BOWL GROCERIES,Berkeley Bowl,Food and Drink;Groceries,false,in store
txn_dawn_0021,acc_dawn_chk_01,52.30,USD,2026-10-24,GOLDEN GATE BAKEHOUSE,Golden Gate Bakehouse,Food and Drink;Bakery,false,in store
txn_dawn_0022,acc_dawn_chk_01,88.90,USD,2026-10-25,CAFE LEILA,Cafe Leila Berkeley,Food and Drink;Restaurants,false,in store
txn_dawn_0023,acc_dawn_chk_01,60.75,USD,2026-10-27,AMAZON MP PAYOUT,Amazon Payments,Transfer;Deposit;Income,false,online
txn_dawn_0024,acc_dawn_chk_01,47.20,USD,2026-09-29,AMAZON MP PAYOUT BS-23,Amazon Payments,Transfer;Deposit;Income,false,online
txn_dawn_0025,acc_dawn_chk_01,300.00,USD,2026-10-14,GRANDMASTER REVIEW ROYALTY SEP,Grandmaster Review LLC,Transfer;Deposit;Income,true,online
txn_dawn_0026,acc_dawn_chk_01,2000.00,USD,2026-10-05,BERKELEY CHESS FEST PASS,Klaviyo Payments Passthrough,Transfer;Deposit,false,online
txn_dawn_0027,acc_dawn_chk_01,2000.00,USD,2026-10-25,BERKELEY CHESS FEST PAYOUT,Gusto Payroll Contractor,Transfer;Withdrawal,false,online
txn_dawn_0028,acc_dawn_crd_03,84.55,USD,2026-10-11,MAISON TERRE,Maison Terre,Food and Drink;Restaurants,false,in store
txn_dawn_0029,acc_dawn_crd_03,187.30,USD,2026-10-14,ETSY DAWN,Etsy,Shops;Books and Supplies,false,online
txn_dawn_0030,acc_dawn_sav_02,290.15,USD,2026-10-31,DIVIDEND CREDIT,Berkeley Educators Credit Union,Transfer;Deposit;Interest Earned,false,other
