request_id,product_id,status,rider_id,driver_name,vehicle,license_plate,start_latitude,start_longitude,start_address,end_latitude,end_longitude,end_address,distance_miles,duration_minutes,fare,surge_multiplier,requested_at,completed_at
trip_0001,uberX,completed,rider_001,Driver 1,Toyota Camry,ABC1234,35.96,-83.92,Home,35.97,-83.93,WFS Office,5.2,15,10.30,1.0,2026-09-17T08:00:00-04:00,
trip_0002,uberX,completed,rider_001,Driver 2,Toyota Camry,ABC1234,35.96,-83.92,Home,35.97,-83.93,WFS Office,5.2,15,15.41,1.0,2026-09-10T08:00:00-04:00,
trip_0003,uberX,completed,rider_001,Driver 3,Toyota Camry,ABC1234,35.96,-83.92,Home,35.97,-83.93,WFS Office,5.2,15,16.37,1.0,2026-09-17T08:00:00-04:00,
trip_0004,uberX,completed,rider_001,Driver 4,Toyota Camry,ABC1234,35.96,-83.92,Home,35.97,-83.93,WFS Office,5.2,15,15.10,1.0,2026-09-24T08:00:00-04:00,
trip_0005,uberX,completed,rider_001,Driver 5,Toyota Camry,ABC1234,35.96,-83.92,Home,35.97,-83.93,WFS Office,5.2,15,11.82,1.0,2026-09-07T08:00:00-04:00,
trip_0006,uberX,completed,rider_001,Driver 6,Toyota Camry,ABC1234,35.96,-83.92,Home,35.97,-83.93,WFS Office,5.2,15,15.04,1.0,2026-09-30T08:00:00-04:00,
trip_0007,uberX,completed,rider_001,Driver 7,Toyota Camry,ABC1234,35.96,-83.92,Home,35.97,-83.93,WFS Office,5.2,15,13.84,1.0,2026-09-23T08:00:00-04:00,
trip_0008,uberX,completed,rider_001,Driver 8,Toyota Camry,ABC1234,35.96,-83.92,Home,35.97,-83.93,WFS Office,5.2,15,17.58,1.0,2026-09-20T08:00:00-04:00,
trip_0009,uberX,completed,rider_001,Driver 9,Toyota Camry,ABC1234,35.96,-83.92,Home,35.97,-83.93,WFS Office,5.2,15,12.22,1.0,2026-09-30T08:00:00-04:00,
trip_0010,uberX,completed,rider_001,Driver 10,Toyota Camry,ABC1234,35.96,-83.92,Home,35.97,-83.93,WFS Office,5.2,15,13.63,1.0,2026-09-10T08:00:00-04:00,
trip_0011,uberX,completed,rider_001,Driver 11,Toyota Camry,ABC1234,35.96,-83.92,Home,35.97,-83.93,WFS Office,5.2,15,16.03,1.0,2026-09-27T08:00:00-04:00,
trip_0012,uberX,completed,rider_001,Driver 12,Toyota Camry,ABC1234,35.96,-83.92,Home,35.97,-83.93,WFS Office,5.2,15,9.97,1.0,2026-09-03T08:00:00-04:00,
trip_0013,uberX,completed,rider_001,Driver 13,Toyota Camry,ABC1234,35.96,-83.92,Home,35.97,-83.93,WFS Office,5.2,15,14.96,1.0,2026-09-01T08:00:00-04:00,
trip_0014,uberX,completed,rider_001,Driver 14,Toyota Camry,ABC1234,35.96,-83.92,Home,35.97,-83.93,WFS Office,5.2,15,16.66,1.0,2026-09-10T08:00:00-04:00,
trip_0015,uberX,completed,rider_001,Driver 15,Toyota Camry,ABC1234,35.96,-83.92,Home,35.97,-83.93,WFS Office,5.2,15,8.81,1.0,2026-09-27T08:00:00-04:00,
