id,name,email,avatar_url,type,bot,owner_workspace,created_time
nu_aaron,Aaron Garcia,aaron.garcia@Finthesiss.ai,,person,false,ws_mykonos,2020-06-15T00:00:00Z
nu_0010,User 0,alex11@gmail.com,,person,false,ws_mykonos,2026-09-19T07:27:56Z
nu_0011,User 1,jane80@yahoo.com,,person,false,ws_mykonos,2026-01-26T22:34:25Z
nu_0012,User 2,alex20@yahoo.com,,person,false,ws_mykonos,2026-09-12T20:39:46Z
nu_0013,User 3,mike42@yahoo.com,,person,false,ws_mykonos,2026-03-24T21:18:52Z
nu_0014,User 4,jane60@yahoo.com,,person,false,ws_mykonos,2026-07-01T08:26:41Z
nu_0015,User 5,jane82@outlook.com,,person,false,ws_mykonos,2026-01-24T16:29:36Z
nu_0016,User 6,john40@outlook.com,,person,false,ws_mykonos,2026-08-06T05:49:56Z
nu_0017,User 7,sarah92@outlook.com,,person,false,ws_mykonos,2026-09-24T01:13:27Z
nu_0018,User 8,john97@yahoo.com,,person,false,ws_mykonos,2026-05-15T13:43:29Z
nu_0019,User 9,alex44@yahoo.com,,person,false,ws_mykonos,2026-07-17T19:29:37Z
nu_0020,User 10,john87@gmail.com,,person,false,ws_mykonos,2026-09-27T05:20:12Z
nu_0021,User 11,jane44@gmail.com,,person,false,ws_mykonos,2026-08-11T02:56:10Z
nu_0022,User 12,alex34@yahoo.com,,person,false,ws_mykonos,2026-06-03T08:19:42Z
nu_0023,User 13,alex79@gmail.com,,person,false,ws_mykonos,2026-05-20T16:13:45Z
nu_0024,User 14,john13@yahoo.com,,person,false,ws_mykonos,2026-08-10T08:37:49Z
nu_0025,User 15,mike89@outlook.com,,person,false,ws_mykonos,2026-03-12T08:35:25Z
nu_0026,User 16,jane40@outlook.com,,person,false,ws_mykonos,2026-07-04T14:34:13Z
nu_0027,User 17,john28@gmail.com,,person,false,ws_mykonos,2026-05-08T00:36:41Z
nu_0028,User 18,jane21@yahoo.com,,person,false,ws_mykonos,2026-03-24T23:45:23Z
nu_0029,User 19,john76@outlook.com,,person,false,ws_mykonos,2026-10-07T09:47:49Z
nu_0030,User 20,alex25@outlook.com,,person,false,ws_mykonos,2026-05-30T10:14:24Z
nu_0031,User 21,john89@outlook.com,,person,false,ws_mykonos,2026-06-21T16:44:58Z
nu_0032,User 22,alex68@gmail.com,,person,false,ws_mykonos,2026-06-05T06:49:06Z
nu_0033,User 23,jane60@yahoo.com,,person,false,ws_mykonos,2026-07-26T15:14:30Z
nu_0034,User 24,mike87@gmail.com,,person,false,ws_mykonos,2026-09-28T08:47:34Z
nu_0035,User 25,sarah46@gmail.com,,person,false,ws_mykonos,2026-06-03T06:53:29Z
nu_0036,User 26,mike10@gmail.com,,person,false,ws_mykonos,2026-03-11T09:31:26Z
nu_0037,User 27,jane44@yahoo.com,,person,false,ws_mykonos,2026-05-17T22:09:06Z
nu_0038,User 28,jane81@yahoo.com,,person,false,ws_mykonos,2026-03-31T18:02:41Z
nu_0039,User 29,john14@gmail.com,,person,false,ws_mykonos,2026-04-21T14:39:24Z
nu_0040,User 30,mike18@yahoo.com,,person,false,ws_mykonos,2026-01-13T22:03:01Z
nu_0041,User 31,jane60@yahoo.com,,person,false,ws_mykonos,2026-10-10T12:49:52Z
nu_0042,User 32,mike84@yahoo.com,,person,false,ws_mykonos,2026-03-08T03:10:36Z
nu_0043,User 33,jane42@gmail.com,,person,false,ws_mykonos,2026-02-12T15:30:31Z
nu_0044,User 34,sarah54@yahoo.com,,person,false,ws_mykonos,2026-05-26T15:42:29Z
nu_0045,User 35,mike82@yahoo.com,,person,false,ws_mykonos,2026-02-02T10:06:29Z
nu_0046,User 36,alex58@gmail.com,,person,false,ws_mykonos,2026-03-26T17:42:14Z
nu_0047,User 37,sarah78@yahoo.com,,person,false,ws_mykonos,2026-02-06T23:35:08Z
nu_0048,User 38,sarah38@gmail.com,,person,false,ws_mykonos,2026-04-30T21:52:35Z
nu_0049,User 39,jane53@yahoo.com,,person,false,ws_mykonos,2026-08-16T00:18:39Z
nu_0050,User 40,sarah74@gmail.com,,person,false,ws_mykonos,2026-01-11T06:53:04Z
nu_0051,User 41,john41@gmail.com,,person,false,ws_mykonos,2026-06-09T00:37:35Z
