id,customer,subscription,amount_due,amount_paid,currency,status,number,charge,created,due_date
in_2407,cus_jia,240000,240000,usd,EV charger circuit prep,paid,1756950000,,,
in_2404,cus_calvin,65000,65000,usd,Whole-home surge protection,paid,1755750000,,,
in_2192,cus_priya,780000,780000,usd,Whole-home rewire phase 2,paid,1748350000,,,
in_i10vky3b2u,cus_qbv2rzgelh,,84199,35035,usd,paid,INV-8212,,2025-09-07T02:44:00,2025-12-12
in_rzrumsgvfl,cus_1htqevn51l,,1354,23682,usd,draft,INV-6446,,2025-12-19T22:06:00,2026-03-17
in_e36piiei2g,cus_aqqvdy9g2v,,22806,52109,usd,paid,INV-4807,,2026-05-07T16:55:00,2025-06-08
in_y5yckdt3ir,cus_jmifg6mat1,,28452,54509,usd,paid,INV-2664,,2025-09-26T00:08:00,2025-11-04
in_enie0jxnl1,cus_uyudu0tr68,,92781,34637,usd,draft,INV-9996,,2026-04-17T21:01:00,2025-11-07
in_s4gs33tgnd,cus_pd69zy9okm,,50638,28284,usd,paid,INV-3430,,2026-02-25T10:16:00,2025-10-21
in_8hzwf7sv1s,cus_n9lnuavmyq,,52722,36663,usd,paid,INV-1173,,2025-01-27T15:08:00,2025-04-13
in_njuhit5wzp,cus_iw8ypw3tlu,,10866,9165,usd,open,INV-8893,,2026-01-18T04:15:00,2025-07-19
in_1fmm3xqppx,cus_1yc6db0f47,,37101,59654,usd,paid,INV-3686,,2026-06-22T15:28:00,2025-10-16
in_nzbi5nk0py,cus_jyz265berz,,10257,47050,usd,open,INV-1816,,2025-05-30T11:04:00,2025-10-12
in_otxzvcy1m1,cus_43wzaqzohv,,47595,35544,usd,paid,INV-7436,,2026-03-28T14:17:00,2025-05-06
in_5bw1sfslc5,cus_6lfpd8nkoh,,68641,65398,usd,draft,INV-1437,,2026-09-06T12:17:00,2026-01-27
in_0kxykclz5d,cus_3tkb02msx8,,37648,86998,usd,paid,INV-7197,,2025-07-16T20:43:00,2026-01-04
in_jqwp7qvmc4,cus_r6tobtq5tk,,72919,8784,usd,draft,INV-1874,,2025-10-25T21:33:00,2025-05-25
in_vrflc4rccb,cus_iimjkbvtgm,,60169,89900,usd,paid,INV-4561,,2026-05-23T00:22:00,2026-07-17
in_3acgwac3ev,cus_1fkupkdoa9,,36923,84075,usd,open,INV-1664,,2025-04-17T17:16:00,2026-08-21
in_tomrhfb3ar,cus_oizm457tdz,,41987,8225,usd,draft,INV-9656,,2025-11-21T22:18:00,2025-04-01
in_e8s1eezzuv,cus_jbhiaa79pf,,77986,37938,usd,paid,INV-1374,,2026-07-16T04:34:00,2025-11-27
in_6qrjhvny9y,cus_6tw3hgcpic,,97385,92858,usd,paid,INV-3414,,2026-03-16T06:06:00,2026-09-07
in_2eyvqoxd00,cus_a8963jgxdq,,79298,95013,usd,draft,INV-7752,,2025-02-07T06:35:00,2025-08-25
in_g4oxbblpdj,cus_imwdc7vall,,29450,70290,usd,paid,INV-3315,,2026-03-16T17:19:00,2025-10-21
in_9e3yljsumk,cus_htriuwnsbm,,75502,50896,usd,open,INV-9865,,2026-08-24T11:02:00,2026-07-26
in_sbat5lonx7,cus_c220hfb2ug,,52934,53444,usd,draft,INV-9152,,2026-03-20T22:00:00,2025-02-19
in_ha3wfqh8qr,cus_lihmy5q61m,,21954,32916,usd,open,INV-8628,,2026-03-03T15:39:00,2025-09-10
in_0bpw2z67d3,cus_v8pi0wjczw,,37106,82633,usd,open,INV-5984,,2025-07-21T09:44:00,2025-12-08
in_zdoqzkucb9,cus_v6hudgz1mr,,88596,78776,usd,paid,INV-7779,,2025-03-03T11:10:00,2025-11-16
in_mzi3gmoxyo,cus_c3pxghcigd,,89976,97113,usd,draft,INV-7667,,2026-02-09T17:49:00,2025-01-07
in_lgwbmduxlz,cus_g279mi5y20,,84423,7131,usd,open,INV-1248,,2026-08-21T11:20:00,2025-07-12
in_0wd7tjqwy4,cus_qpxb8qno9r,,73119,51862,usd,open,INV-2003,,2025-12-13T05:15:00,2025-06-25
in_r9jghjww75,cus_ipnb5wybok,,93298,36039,usd,paid,INV-7336,,2025-05-29T20:18:00,2025-10-19
in_lpmtt7vcsy,cus_8g78w9nc4h,,13276,9229,usd,draft,INV-8308,,2026-05-23T03:25:00,2025-02-07
in_pgrjcqnyyy,cus_hub35dhw7q,,24902,20251,usd,draft,INV-5885,,2025-04-10T10:33:00,2025-10-28
in_cs63xv9f4o,cus_xd9iixzqiu,,35077,86908,usd,open,INV-7140,,2026-08-26T22:49:00,2025-11-19
in_9h2ocuc4bk,cus_8ybzb67atz,,3864,72258,usd,draft,INV-3042,,2025-03-11T22:13:00,2025-10-04
in_yk5orrk0ti,cus_kftjqlnzwb,,63461,58105,usd,draft,INV-2616,,2025-05-08T10:28:00,2025-02-15
in_jete4d1cre,cus_lbgf98pb7b,,64205,24734,usd,draft,INV-7107,,2026-08-11T14:20:00,2025-06-12
in_1edel7x7i4,cus_xubyi6vg72,,65555,17071,usd,draft,INV-6174,,2025-04-05T11:03:00,2026-04-18
in_1i5xg9a5rs,cus_26vkar2oe9,,91955,91790,usd,paid,INV-7321,,2025-03-24T14:18:00,2025-08-21
in_06e5akt9td,cus_e5h9rqz70k,,77674,46208,usd,open,INV-8397,,2026-02-19T15:41:00,2026-01-24
in_1pj44x4wgw,cus_fprh8qu6oi,,88896,34331,usd,draft,INV-4589,,2026-05-31T01:36:00,2026-03-06
in_42e63zyx7a,cus_p6guo3yo9k,,91694,15638,usd,paid,INV-2053,,2026-06-09T17:31:00,2026-09-30
in_94jcxgmzr1,cus_x8uhdij2nb,,20884,23067,usd,draft,INV-4285,,2025-04-20T23:27:00,2026-01-12
in_o0bjwp7llk,cus_1oukvpxzwk,,25331,97001,usd,draft,INV-9552,,2025-05-15T04:10:00,2026-07-30
in_vonwzxg6hs,cus_k1ysvj2qft,,27790,41961,usd,open,INV-1005,,2026-06-18T12:01:00,2026-03-24
in_ghjkc4mgsz,cus_mi8l83d0dt,,9551,87812,usd,open,INV-5291,,2025-11-20T01:55:00,2025-03-01
in_0n56opjzap,cus_tw0hfixdii,,61821,91403,usd,paid,INV-3458,,2025-01-25T23:11:00,2025-05-24
in_ikgn5smddi,cus_5t6zvi19lt,,11914,71144,usd,draft,INV-8144,,2026-02-10T18:04:00,2026-04-03
in_gckgww4hdt,cus_ft803bcdfv,,17407,2478,usd,paid,INV-1994,,2026-01-18T05:35:00,2026-03-23
in_76aqobunrf,cus_q87euntw8c,,24975,75103,usd,open,INV-4925,,2025-04-07T14:20:00,2025-09-27
in_466hxlsl59,cus_zz5yvghccq,,98539,86194,usd,draft,INV-6879,,2026-03-19T16:53:00,2025-03-09
in_wiv22faxca,cus_o4hzqkm2gm,,58525,24982,usd,draft,INV-6235,,2025-04-14T22:11:00,2025-04-13
in_qv6r1yfakp,cus_k43ppbihke,,30210,21318,usd,paid,INV-8600,,2026-07-10T15:30:00,2025-07-19
in_r2hteg8pjc,cus_6603bytjn3,,61847,11965,usd,paid,INV-9429,,2025-08-06T21:45:00,2026-04-25
in_9d5k333pak,cus_fd7phjhgec,,82457,85023,usd,draft,INV-6999,,2025-04-05T06:11:00,2025-11-06
in_3ugnjq6l71,cus_2wonss7wiy,,7261,72493,usd,paid,INV-1867,,2025-10-16T11:51:00,2025-10-26
in_3ode89g4e5,cus_f0h524sxag,,19711,52425,usd,paid,INV-8485,,2026-09-11T17:11:00,2025-08-11
in_4nxhqybvtf,cus_uujso5iioz,,33877,61565,usd,draft,INV-8560,,2025-09-26T11:39:00,2026-05-28
in_uiry828ns4,cus_224pc8vl8y,,1989,3716,usd,open,INV-9853,,2025-03-29T11:19:00,2025-09-02
in_klerin4jwt,cus_5824k3qd5k,,74272,78795,usd,open,INV-7190,,2025-07-16T13:28:00,2025-08-30
in_z66rckgq8r,cus_qi2qgzfsjj,,1002,30040,usd,open,INV-7727,,2026-04-07T22:28:00,2025-01-23
in_5os513iog8,cus_5ixt5njin2,,67041,41326,usd,open,INV-3234,,2025-07-25T05:30:00,2025-02-17
in_mw7jixfbs8,cus_nwen75mpw9,,80759,69607,usd,paid,INV-4503,,2026-09-19T14:33:00,2025-12-15
