id,event_id,ticket_class_id,name,email,status,checked_in,created
att-0000,evt-grace-screening,tc-free,Abebe Mekonnen,abebe.mekonnen0@example.com,attending,false,2026-10-05T10:00:00Z
att-0001,evt-grace-screening,tc-free,Almaz Berhane,almaz.berhane1@example.com,attending,false,2026-10-05T10:00:00Z
att-0002,evt-grace-screening,tc-free,Bereket Thapa,bereket.thapa2@example.com,attending,false,2026-10-05T10:00:00Z
att-0003,evt-grace-screening,tc-free,Dawit Lama,dawit.lama3@example.com,attending,false,2026-10-05T10:00:00Z
att-0004,evt-grace-screening,tc-free,Feven Johnson,feven.johnson4@example.com,attending,false,2026-10-05T10:00:00Z
att-0005,evt-grace-screening,tc-free,Genet Thomas,genet.thomas5@example.com,attending,false,2026-10-05T10:00:00Z
att-0006,evt-grace-screening,tc-free,Hanna Abraham,hanna.abraham6@example.com,attending,false,2026-10-05T10:00:00Z
att-0007,evt-grace-screening,tc-free,Isaias Tadesse,isaias.tadesse7@example.com,attending,false,2026-10-05T10:00:00Z
att-0008,evt-grace-screening,tc-free,Kidan Karki,kidan.karki8@example.com,attending,false,2026-10-05T10:00:00Z
att-0009,evt-grace-screening,tc-free,Liya Basnet,liya.basnet9@example.com,attending,false,2026-10-05T10:00:00Z
att-0010,evt-grace-screening,tc-free,Mekonnen Davis,mekonnen.davis10@example.com,attending,false,2026-10-05T10:00:00Z
att-0011,evt-grace-screening,tc-free,Nardos Tesfaye,nardos.tesfaye11@example.com,attending,false,2026-10-05T10:00:00Z
att-0012,evt-grace-screening,tc-free,Rahel Bekele,rahel.bekele12@example.com,attending,false,2026-10-05T10:00:00Z
att-0013,evt-grace-screening,tc-free,Samuel Alem,samuel.alem13@example.com,attending,false,2026-10-05T10:00:00Z
att-0014,evt-grace-screening,tc-free,Selam Magar,selam.magar14@example.com,attending,false,2026-10-05T10:00:00Z
att-0015,evt-grace-screening,tc-free,Tesfay Khadka,tesfay.khadka15@example.com,attending,false,2026-10-05T10:00:00Z
att-0016,evt-grace-screening,tc-free,Yohannes Moore,yohannes.moore16@example.com,attending,false,2026-10-05T10:00:00Z
att-0017,evt-grace-screening,tc-free,Zena Haile,zena.haile17@example.com,attending,false,2026-10-05T10:00:00Z
att-0018,evt-grace-screening,tc-free,Meron Kidane,meron.kidane18@example.com,attending,false,2026-10-05T10:00:00Z
att-0019,evt-grace-screening,tc-free,Tigist Gurung,tigist.gurung19@example.com,attending,false,2026-10-05T10:00:00Z
att-0020,evt-grace-screening,tc-free,Aarav Poudel,aarav.poudel20@example.com,attending,false,2026-10-05T10:00:00Z
att-0021,evt-grace-screening,tc-free,Anjali Smith,anjali.smith21@example.com,attending,false,2026-10-05T10:00:00Z
att-0022,evt-grace-screening,tc-free,Bikash Anderson,bikash.anderson22@example.com,attending,false,2026-10-05T10:00:00Z
att-0023,evt-grace-screening,tc-free,Deepak Tekle,deepak.tekle23@example.com,attending,false,2026-10-05T10:00:00Z
