id,name,email,avatar_url,type,bot,owner_workspace,created_time
usr_30e70fcc-224c-48f3-8a69-17c270f11259,Carlos Reed,carlos.reed@reedsecuritynotes.com,https://cdn.notion.example/av/carlos.png,person,False,True,2025-06-01T10:00:00Z
usr_66bee960-3a55-4cbd-8394-3f2bdfd18eb3,Emma Reed,emma.reed@childrensnational.org,https://cdn.notion.example/av/emma.png,person,False,False,2025-06-01T10:00:00Z
usr_a6c4d5b7-70c5-4e15-9e5c-70273cc647a6,Monica Stevens,mstevens@torchwoodlabs.com,,person,False,False,2026-11-01T10:00:00Z
usr_488b8e73-a22f-4a96-a1d2-300216018607,OpenClaw,openclaw@reedsecuritynotes.com,,bot,True,False,2025-06-01T10:00:00Z
usr_4d16c0d9-33cc-4954-8ddf-06cf9950df46,John Johnson,kochjames@example.net,,person,False,False,2025-11-29T16:07:43.132867+00:00
usr_3f53abdf-d15b-47dd-a5db-903972e9de95,Erin Steele,herrerastephanie@example.org,,person,False,False,2026-07-06T18:44:34.038800+00:00
usr_8b070081-bc25-420c-b622-31cddbaa0bbd,Samuel Garcia,collinswilliam@example.com,,bot,False,False,2025-11-22T02:50:45.828859+00:00
usr_e392a9e5-20c4-4ff2-9810-97e510bea077,Krista Cunningham,kblack@example.net,,person,False,False,2025-11-14T07:10:35.002866+00:00
usr_618e8e90-5bce-4a22-9494-97b27b6f108f,Kenneth Lee,tevans@example.net,,person,False,False,2026-12-08T11:13:41.617409+00:00
usr_477d052c-390e-46c4-8c33-cf100d59eb24,Lauren Wells,barbarasanchez@example.com,,person,False,False,2026-12-06T14:17:27.156213+00:00
usr_4b84c429-c3b5-4739-93a1-3f650c7984f6,Jerome Coleman,fletcherterri@example.org,,person,False,False,2025-08-12T07:23:17.918902+00:00
usr_352eb3d6-a10b-4330-ae41-3af471411557,Taylor Wheeler,karenpayne@example.net,,person,False,False,2025-07-05T16:14:44.890191+00:00
usr_c7ab9552-85d0-411b-9e0b-5938b004789f,David Leblanc,anne94@example.org,,person,False,False,2025-11-28T04:08:09.728044+00:00
