id,email,first_name,last_name,country,list_ids,created_at,updated_at
sg-0000,abebe.mekonnen0@example.com,Abebe,Mekonnen,US,list-reminders,2026-10-10T00:00:00Z,2026-11-05T00:00:00Z
sg-0001,almaz.berhane1@example.com,Almaz,Berhane,US,list-reminders,2026-10-10T00:00:00Z,2026-11-05T00:00:00Z
sg-0002,bereket.thapa2@example.com,Bereket,Thapa,US,list-reminders,2026-10-10T00:00:00Z,2026-11-05T00:00:00Z
sg-0003,dawit.lama3@example.com,Dawit,Lama,US,list-reminders,2026-10-10T00:00:00Z,2026-11-05T00:00:00Z
sg-0004,feven.johnson4@example.com,Feven,Johnson,US,list-reminders,2026-10-10T00:00:00Z,2026-11-05T00:00:00Z
sg-0005,genet.thomas5@example.com,Genet,Thomas,US,list-reminders,2026-10-10T00:00:00Z,2026-11-05T00:00:00Z
sg-0006,hanna.abraham6@example.com,Hanna,Abraham,US,list-reminders,2026-10-10T00:00:00Z,2026-11-05T00:00:00Z
sg-0007,isaias.tadesse7@example.com,Isaias,Tadesse,US,list-reminders,2026-10-10T00:00:00Z,2026-11-05T00:00:00Z
sg-0008,kidan.karki8@example.com,Kidan,Karki,US,list-reminders,2026-10-10T00:00:00Z,2026-11-05T00:00:00Z
sg-0009,liya.basnet9@example.com,Liya,Basnet,US,list-reminders,2026-10-10T00:00:00Z,2026-11-05T00:00:00Z
sg-0010,mekonnen.davis10@example.com,Mekonnen,Davis,US,list-reminders,2026-10-10T00:00:00Z,2026-11-05T00:00:00Z
sg-0011,nardos.tesfaye11@example.com,Nardos,Tesfaye,US,list-reminders,2026-10-10T00:00:00Z,2026-11-05T00:00:00Z
sg-0012,rahel.bekele12@example.com,Rahel,Bekele,US,list-reminders,2026-10-10T00:00:00Z,2026-11-05T00:00:00Z
sg-0013,samuel.alem13@example.com,Samuel,Alem,US,list-reminders,2026-10-10T00:00:00Z,2026-11-05T00:00:00Z
sg-0014,selam.magar14@example.com,Selam,Magar,US,list-reminders,2026-10-10T00:00:00Z,2026-11-05T00:00:00Z
sg-0015,tesfay.khadka15@example.com,Tesfay,Khadka,US,list-reminders,2026-10-10T00:00:00Z,2026-11-05T00:00:00Z
