envelope_id,status,email_subject,sender_name,sender_email,created_time,sent_time,completed_time,template_id
env_wbp_filing,draft,[DRAFT - HELD FOR SIGN-OFF] Submission dossier: Water Birth Protocol R2,Helen Newton,helen.newton@Finthesiss.ai,2026-11-14T18:30:00+00:00,,,
env_wbp_briefing,draft,[DRAFT - HELD FOR SEND-APPROVAL] Pre-meeting briefing: Water Birth Protocol R2,Helen Newton,helen.newton@Finthesiss.ai,2026-11-14T18:30:00+00:00,,,
env_ibclc_ce,sent,IBCLC continuing education enrolment - February 2027 module block,Helen Newton,ibclc.provider@lactationcert.mock,2026-10-14T09:00:00+00:00,2026-10-14T09:00:00+00:00,,
env_apartment_queue,completed,Bostadsrattsforening Majorna - Ansokan om kotidsbekraftelse,Helen Newton,bostadsratt.foreningen@majorna.mock,2026-06-04T09:00:00+00:00,2026-06-04T09:00:00+00:00,2026-06-08T10:15:00+00:00,
env_hist_0005,completed,Rental agreement addendum 2023,Helen Newton,tax@skatteverket.mock,2023-09-25T00:00:00+00:00,2023-09-26T00:00:00+00:00,2023-09-28T00:00:00+00:00,
env_hist_0006,declined,Retirement contribution update 2024,Helen Newton,admin@majornayoga.mock,2024-03-26T00:00:00+00:00,2024-03-27T00:00:00+00:00,,
env_hist_0007,completed,Rental agreement addendum 2023,Helen Newton,admin@bank.mock,2023-10-21T00:00:00+00:00,2023-10-22T00:00:00+00:00,2023-10-27T00:00:00+00:00,
env_hist_0008,sent,Tax filing consent 2023,Helen Newton,noreply@brf-majorna.mock,2023-04-15T00:00:00+00:00,2023-04-17T00:00:00+00:00,,
env_hist_0009,completed,Course completion certificate 2024,Helen Newton,tax@skatteverket.mock,2024-10-11T00:00:00+00:00,2024-10-12T00:00:00+00:00,2024-10-14T00:00:00+00:00,
env_hist_0010,completed,Gym membership renewal 2026,Helen Newton,tax@skatteverket.mock,2026-01-24T00:00:00+00:00,2026-01-25T00:00:00+00:00,2026-02-05T00:00:00+00:00,
env_hist_0011,sent,Retirement contribution update 2025,Helen Newton,admin@majornayoga.mock,2025-05-30T00:00:00+00:00,2025-06-01T00:00:00+00:00,,
env_hist_0012,completed,Rental agreement addendum 2024,Helen Newton,noreply@brf-majorna.mock,2024-09-14T00:00:00+00:00,2024-09-16T00:00:00+00:00,2024-09-27T00:00:00+00:00,
env_hist_0013,completed,Tax filing consent 2025,Helen Newton,admin@majornayoga.mock,2025-12-17T00:00:00+00:00,2025-12-18T00:00:00+00:00,2025-12-27T00:00:00+00:00,
env_hist_0014,declined,Rental agreement addendum 2026,Helen Newton,tax@skatteverket.mock,2026-02-28T00:00:00+00:00,2026-03-01T00:00:00+00:00,,
env_hist_0015,declined,Tax filing consent 2024,Helen Newton,admin@bank.mock,2024-10-28T00:00:00+00:00,2024-10-30T00:00:00+00:00,,
env_hist_0016,declined,Retirement contribution update 2023,Helen Newton,tax@skatteverket.mock,2023-08-31T00:00:00+00:00,2023-09-02T00:00:00+00:00,,
env_hist_0017,completed,Tax filing consent 2024,Helen Newton,noreply@brf-majorna.mock,2024-06-20T00:00:00+00:00,2024-06-22T00:00:00+00:00,2024-07-01T00:00:00+00:00,
env_hist_0018,completed,Course completion certificate 2026,Helen Newton,tax@skatteverket.mock,2026-02-04T00:00:00+00:00,2026-02-05T00:00:00+00:00,2026-02-09T00:00:00+00:00,
env_hist_0019,completed,Tax filing consent 2023,Helen Newton,admin@majornayoga.mock,2023-04-15T00:00:00+00:00,2023-04-17T00:00:00+00:00,2023-04-26T00:00:00+00:00,
env_hist_0020,completed,Bank account update 2023,Helen Newton,tax@skatteverket.mock,2023-03-26T00:00:00+00:00,2023-03-28T00:00:00+00:00,2023-04-04T00:00:00+00:00,
env_hist_0021,declined,Bank account update 2023,Helen Newton,admin@bank.mock,2023-05-01T00:00:00+00:00,2023-05-03T00:00:00+00:00,,
env_hist_0022,declined,Union membership 2024,Helen Newton,admin@majornayoga.mock,2024-05-29T00:00:00+00:00,2024-05-30T00:00:00+00:00,,
env_hist_0023,completed,Bostadsratt annual paperwork 2024,Helen Newton,admin@majornayoga.mock,2024-06-29T00:00:00+00:00,2024-07-01T00:00:00+00:00,2024-07-11T00:00:00+00:00,
env_hist_0024,sent,Rental agreement addendum 2023,Helen Newton,admin@bank.mock,2023-01-24T00:00:00+00:00,2023-01-26T00:00:00+00:00,,
env_hist_0025,sent,Tax filing consent 2023,Helen Newton,noreply@brf-majorna.mock,2023-11-03T00:00:00+00:00,2023-11-04T00:00:00+00:00,,
env_hist_0026,completed,Course completion certificate 2025,Helen Newton,admin@majornayoga.mock,2025-07-08T00:00:00+00:00,2025-07-10T00:00:00+00:00,2025-07-15T00:00:00+00:00,
env_hist_0027,completed,Retirement contribution update 2024,Helen Newton,admin@majornayoga.mock,2024-09-08T00:00:00+00:00,2024-09-10T00:00:00+00:00,2024-09-12T00:00:00+00:00,
env_hist_0028,declined,Tax filing consent 2024,Helen Newton,tax@skatteverket.mock,2024-11-27T00:00:00+00:00,2024-11-28T00:00:00+00:00,,
env_hist_0029,declined,Course completion certificate 2023,Helen Newton,noreply@brf-majorna.mock,2023-04-01T00:00:00+00:00,2023-04-02T00:00:00+00:00,,
env_hist_0030,declined,Utility contract change 2023,Helen Newton,noreply@brf-majorna.mock,2023-01-29T00:00:00+00:00,2023-01-30T00:00:00+00:00,,
env_hist_0031,completed,Retirement contribution update 2023,Helen Newton,noreply@brf-majorna.mock,2023-07-17T00:00:00+00:00,2023-07-19T00:00:00+00:00,2023-07-20T00:00:00+00:00,
env_hist_0032,sent,Utility contract change 2025,Helen Newton,admin@majornayoga.mock,2025-06-01T00:00:00+00:00,2025-06-02T00:00:00+00:00,,
env_hist_0033,sent,Insurance beneficiary update 2025,Helen Newton,admin@bank.mock,2025-02-06T00:00:00+00:00,2025-02-08T00:00:00+00:00,,
env_hist_0034,declined,Rental agreement addendum 2023,Helen Newton,noreply@brf-majorna.mock,2023-10-27T00:00:00+00:00,2023-10-29T00:00:00+00:00,,
