sid,from_number,to_number,body,status,direction,num_segments,price,price_unit,error_code,date_sent,date_created
sms_0001,(406) 555-0138,+14065550100,Mentee session confirmed,delivered,outbound-api,1,-0.0075,USD,,2026-12-18T08:51:00Z,2026-12-18T19:08:00Z
sms_0002,(406) 555-0219,+14065550100,Coffee tomorrow?,delivered,inbound,1,-0.0075,USD,,2026-02-01T10:52:00Z,2026-02-01T13:23:00Z
sms_0003,+14065551234,+14065550100,Gate sensor triggered,delivered,inbound,1,-0.0075,USD,,2026-11-21T11:58:00Z,2026-11-21T08:01:00Z
sms_0004,(406) 555-0219,+14065550100,Fence section needs checking,delivered,inbound,1,-0.0075,USD,,2026-02-07T19:21:00Z,2026-02-07T08:02:00Z
sms_0005,+14065551234,+14065550100,Council agenda attached,delivered,outbound-api,1,-0.0075,USD,,2026-08-02T18:25:00Z,2026-08-02T14:01:00Z
sms_0006,(406) 555-0219,+14065550100,Weather warning for tonight,delivered,inbound,1,-0.0075,USD,,2026-07-22T10:58:00Z,2026-07-22T09:17:00Z
sms_0007,(406) 555-0138,+14065550100,Gate sensor triggered,delivered,outbound-api,1,-0.0075,USD,,2026-05-15T16:39:00Z,2026-05-15T10:41:00Z
sms_0008,+14065551234,+14065550100,Mentee session confirmed,delivered,inbound,1,-0.0075,USD,,2026-05-16T07:05:00Z,2026-05-16T11:24:00Z
sms_0009,+14065551234,+14065550100,Lab results ready,delivered,outbound-api,1,-0.0075,USD,,2026-03-14T17:51:00Z,2026-03-14T15:50:00Z
sms_0010,(406) 555-0244,+14065550100,Propane delivery Thursday,delivered,inbound,1,-0.0075,USD,,2026-01-13T19:31:00Z,2026-01-13T12:58:00Z
sms_0011,(406) 555-0244,+14065550100,Prescription refill reminder,delivered,inbound,1,-0.0075,USD,,2026-10-17T09:01:00Z,2026-10-17T12:38:00Z
sms_0012,(406) 555-0138,+14065550100,Vet confirmed Thursday 2pm,delivered,inbound,1,-0.0075,USD,,2026-04-01T14:33:00Z,2026-04-01T12:49:00Z
sms_0013,(406) 555-0138,+14065550100,Lab results ready,delivered,outbound-api,1,-0.0075,USD,,2026-10-08T17:15:00Z,2026-10-08T11:34:00Z
sms_0014,+14065551234,+14065550100,Feed delivery rescheduled,delivered,outbound-api,1,-0.0075,USD,,2026-12-02T19:24:00Z,2026-12-02T12:59:00Z
sms_0015,+14065551234,+14065550100,Weather warning for tonight,delivered,outbound-api,1,-0.0075,USD,,2026-03-06T19:47:00Z,2026-03-06T18:22:00Z
sms_0016,+14065551234,+14065550100,Gate sensor triggered,delivered,inbound,1,-0.0075,USD,,2026-10-01T09:36:00Z,2026-10-01T10:53:00Z
sms_0017,(406) 555-0219,+14065550100,Mentee session confirmed,delivered,inbound,1,-0.0075,USD,,2026-08-18T07:05:00Z,2026-08-18T07:14:00Z
sms_0018,+14065551234,+14065550100,Mentee session confirmed,delivered,inbound,1,-0.0075,USD,,2026-10-08T07:21:00Z,2026-10-08T16:12:00Z
sms_0019,(406) 555-0208,+14065550100,Tyler's on his way,delivered,outbound-api,1,-0.0075,USD,,2026-03-11T07:09:00Z,2026-03-11T16:45:00Z
sms_0020,+14065551234,+14065550100,Feed delivery rescheduled,delivered,inbound,1,-0.0075,USD,,2026-03-25T12:04:00Z,2026-03-25T12:45:00Z
sms_0021,(406) 555-0208,+14065550100,Prescription refill reminder,delivered,inbound,1,-0.0075,USD,,2026-11-13T12:08:00Z,2026-11-13T09:46:00Z
sms_0022,(406) 555-0208,+14065550100,Coffee tomorrow?,delivered,inbound,1,-0.0075,USD,,2026-07-26T18:35:00Z,2026-07-26T18:56:00Z
sms_0023,(406) 555-0219,+14065550100,Elaine checking in,delivered,inbound,1,-0.0075,USD,,2026-10-26T16:52:00Z,2026-10-26T09:24:00Z
sms_0024,(406) 555-0219,+14065550100,Coffee tomorrow?,delivered,inbound,1,-0.0075,USD,,2026-05-24T18:00:00Z,2026-05-24T18:36:00Z
sms_0025,(406) 555-0219,+14065550100,Gate sensor triggered,delivered,inbound,1,-0.0075,USD,,2026-07-28T12:58:00Z,2026-07-28T19:39:00Z
sms_0026,(406) 555-0244,+14065550100,Coffee tomorrow?,delivered,inbound,1,-0.0075,USD,,2026-04-21T12:47:00Z,2026-04-21T08:15:00Z
sms_0027,(406) 555-0138,+14065550100,Feed delivery rescheduled,delivered,outbound-api,1,-0.0075,USD,,2026-06-11T18:42:00Z,2026-06-11T17:46:00Z
sms_0028,(406) 555-0208,+14065550100,Lab results ready,delivered,inbound,1,-0.0075,USD,,2026-06-15T10:44:00Z,2026-06-15T08:22:00Z
sms_0029,(406) 555-0138,+14065550100,Tyler's on his way,delivered,inbound,1,-0.0075,USD,,2026-05-26T13:28:00Z,2026-05-26T18:26:00Z
sms_0030,(406) 555-0244,+14065550100,Weather warning for tonight,delivered,inbound,1,-0.0075,USD,,2026-03-14T15:24:00Z,2026-03-14T08:53:00Z
sms_0031,(406) 555-0219,+14065550100,Mentee session confirmed,delivered,outbound-api,1,-0.0075,USD,,2026-08-26T08:51:00Z,2026-08-26T07:18:00Z
sms_0032,(406) 555-0138,+14065550100,Fence section needs checking,delivered,inbound,1,-0.0075,USD,,2026-01-11T12:10:00Z,2026-01-11T13:10:00Z
sms_0033,(406) 555-0208,+14065550100,Gate sensor triggered,delivered,inbound,1,-0.0075,USD,,2026-12-03T16:57:00Z,2026-12-03T14:45:00Z
sms_0034,+14065551234,+14065550100,Tyler staying through Monday,delivered,outbound-api,1,-0.0075,USD,,2026-01-14T13:10:00Z,2026-01-14T07:06:00Z
sms_0035,(406) 555-0244,+14065550100,James says hello,delivered,outbound-api,1,-0.0075,USD,,2026-06-07T15:46:00Z,2026-06-07T18:34:00Z
sms_0036,(406) 555-0208,+14065550100,Lab results ready,delivered,inbound,1,-0.0075,USD,,2026-05-22T08:03:00Z,2026-05-22T13:36:00Z
sms_0037,(406) 555-0219,+14065550100,Tyler's on his way,delivered,inbound,1,-0.0075,USD,,2026-09-27T12:00:00Z,2026-09-27T13:05:00Z
sms_0038,(406) 555-0219,+14065550100,Fence section needs checking,delivered,inbound,1,-0.0075,USD,,2026-05-27T07:13:00Z,2026-05-27T09:40:00Z
sms_0039,(406) 555-0138,+14065550100,Prescription refill reminder,delivered,inbound,1,-0.0075,USD,,2026-05-03T19:25:00Z,2026-05-03T14:31:00Z
sms_0040,+14065551234,+14065550100,Council agenda attached,delivered,inbound,1,-0.0075,USD,,2026-11-09T09:23:00Z,2026-11-09T13:23:00Z
sms_0041,(406) 555-0208,+14065550100,Mentee session confirmed,delivered,inbound,1,-0.0075,USD,,2026-03-15T14:16:00Z,2026-03-15T10:53:00Z
sms_0042,(406) 555-0219,+14065550100,Vet confirmed Thursday 2pm,delivered,inbound,1,-0.0075,USD,,2026-05-19T18:42:00Z,2026-05-19T08:05:00Z
