list_id,email_address,full_name,status,timestamp_signup,member_rating
mclist_past,jkowalski.bayview@gmail.com,Janet Kowalski,subscribed,2024-03-12T09:00:00-05:00,4
mclist_past,heaton.house@gmail.com,Ron Heaton,subscribed,2024-04-22T10:00:00-05:00,3
mclist_past,jia.nguyen.bv@gmail.com,Jia Nguyen,subscribed,2026-08-01T11:00:00-05:00,5
mclist_past,priya.iyer.mke@gmail.com,Priya Iyer,subscribed,2025-05-27T09:00:00-05:00,4
mclist_past,calvin.trees.bv@gmail.com,Calvin Trees,subscribed,2025-08-18T08:00:00-05:00,3
mclist_solar,jkowalski.bayview@gmail.com,Janet Kowalski,subscribed,2026-09-22T11:00:00-05:00,4
mclist_solar,jia.nguyen.bv@gmail.com,Jia Nguyen,subscribed,2026-09-22T11:00:00-05:00,5
mc_l_mupw,chris.ii24@hotmail.com,subscribed,5tpic,avisei,1
mc_l_0jhk,john.08i6@chandlerelectric.com,pending,tp8ls,42rdr8,1
mc_l_j9uz,sarah.yykk@outlook.com,unsubscribed,dn1h0,qie8ny,3
mc_l_qd10,mike.3cqs@outlook.com,pending,at2r1,7lqam0,1
mc_l_x8se,ann.sdvt@hotmail.com,pending,glgsb,b5anxt,4
mc_l_yf9q,mike.umuw@yahoo.com,pending,w6mya,lv6np7,3
mc_l_pgb6,bob.6xax@contractor.net,pending,feoog,6on8wd,3
mc_l_43xj,sue.k1g3@gmail.com,unsubscribed,0vyu6,tb7m3c,5
mc_l_jk2j,sue.tjiq@contractor.net,pending,0jnqg,8nke7e,5
mc_l_qx0o,amy.zl3i@outlook.com,subscribed,xgbwm,5nvfes,4
mc_l_j2q1,ann.vh3m@gmail.com,pending,vxoqi,dfzdsi,4
mc_l_avsz,dan.3guv@contractor.net,pending,vkbsm,9lue74,2
mc_l_43f4,dan.3pt8@chandlerelectric.com,subscribed,2ly8u,8p81xz,3
mc_l_36l0,john.2ldi@outlook.com,subscribed,608hr,e3ykvj,4
mc_l_xqrh,joe.nnb2@gmail.com,pending,vszo6,3pj8lz,5
mc_l_hs7o,joe.2rn9@contractor.net,pending,v7uwh,smtja6,5
mc_l_k8el,pat.36c8@chandlerelectric.com,unsubscribed,qo46r,xugupi,5
mc_l_h2ll,mike.13s8@yahoo.com,pending,66dkh,r6zb8k,3
mc_l_tpbu,ann.hggr@hotmail.com,pending,u61oh,2prmkk,2
mc_l_4y3b,chris.z5cc@hotmail.com,unsubscribed,iuyu5,28zyab,3
mc_l_l6xb,mike.v08g@hotmail.com,pending,wtees,c304ag,3
mc_l_gh4c,mark.0kbk@outlook.com,unsubscribed,7rm34,a8h3om,4
mc_l_prhk,bob.b4vq@contractor.net,pending,8ecep,f3dgj1,2
mc_l_j1ci,jane.8drw@hotmail.com,pending,lgz23,76p7rd,4
mc_l_movt,bob.ojv1@contractor.net,subscribed,delev,2dbpxj,3
mc_l_ix5m,joe.mwbk@yahoo.com,subscribed,7ir26,myia71,5
mc_l_hcjt,sue.1a7n@gmail.com,unsubscribed,bnoom,gwkjsh,5
mc_l_fnu8,amy.br9q@contractor.net,pending,hdk3f,r9hyzd,3
mc_l_easj,sarah.09qz@yahoo.com,subscribed,r80p9,4m8skm,2
mc_l_7w0n,mark.1301@hotmail.com,subscribed,i4l4a,6n1jvw,2
mc_l_6ycy,tom.2syq@contractor.net,subscribed,b8hum,or0gq9,4
mc_l_abdh,sue.3s11@hotmail.com,unsubscribed,4dxzm,0zafwa,3
mc_l_rwqs,sue.jw05@hotmail.com,pending,xdv98,dqx0rg,4
mc_l_jj89,john.n3y1@chandlerelectric.com,unsubscribed,uj6bd,u8fg3l,2
mc_l_xta5,mike.rpsc@chandlerelectric.com,unsubscribed,5uaoy,z2cc7e,4
mc_l_xrqi,ann.pjk5@yahoo.com,pending,wnari,cftc5g,4
mc_l_nn0k,dan.8t6e@yahoo.com,unsubscribed,wiufx,twoouz,4
mc_l_qig0,bob.01a9@gmail.com,subscribed,hlb5k,nmexe0,2
mc_l_3c6f,dan.jim6@chandlerelectric.com,unsubscribed,v2ghf,ujplci,3
mc_l_a6vg,pat.plqq@outlook.com,subscribed,8tkio,7shpnp,2
mc_l_v0pt,chris.zv81@gmail.com,unsubscribed,5fy1c,v4aufh,5
mc_l_jmnu,amy.j30w@hotmail.com,pending,cnpl2,zgmgbt,2
mc_l_6yoc,john.6kpz@gmail.com,unsubscribed,fg0ow,xuc4p4,3
mc_l_3dnh,tom.1quw@chandlerelectric.com,pending,p59ft,qnk5cf,2
mc_l_psa6,john.5aob@gmail.com,unsubscribed,1j3wv,zumnu4,2
mc_l_kj71,mark.uebn@gmail.com,pending,n2n9d,cqr1zg,2
mc_l_ab30,jane.d27i@contractor.net,unsubscribed,n0mw3,la69n5,1
mc_l_h1ea,lisa.p913@yahoo.com,subscribed,uanol,xiokq9,5
mc_l_14uj,jane.ifqf@hotmail.com,unsubscribed,f6fsa,sy0bsj,5
mc_l_6png,tom.e0r5@contractor.net,subscribed,v2bn5,a75wfm,1
mc_l_ont8,mike.vyui@outlook.com,unsubscribed,prnqm,yin038,3
mc_l_n65v,sue.1y3b@contractor.net,subscribed,s1w9v,mt0nq2,5
mc_l_tti8,sue.8mmm@yahoo.com,pending,qy54n,x8lhwo,2
mc_l_kt21,mike.d31e@gmail.com,subscribed,zfyqh,ei7499,4
mc_l_nxaa,tom.hxdm@gmail.com,unsubscribed,dmtkq,3jvf86,4
mc_l_4qs6,pat.983n@gmail.com,pending,evx9y,7c804a,3
mc_l_hqbt,joe.eg7v@gmail.com,pending,6zf2b,y9ovbb,1
mc_l_vlq3,mike.xutw@chandlerelectric.com,subscribed,g7197,tzgps9,5
mc_l_vgub,pat.orfj@hotmail.com,subscribed,cwygb,5rzdup,5
mc_l_9rys,mike.vom0@outlook.com,pending,5vq0b,lb1n75,4
mc_l_wb6r,joe.pa60@contractor.net,pending,7dh51,9nblx5,5
mc_l_2i5m,tom.jyey@chandlerelectric.com,subscribed,essyo,rtey5l,4
mc_l_ksht,tom.vad0@chandlerelectric.com,pending,26366,0g073a,4
mc_l_dnvu,sarah.kj93@chandlerelectric.com,subscribed,ccjk1,z88uff,3
mc_l_k51d,sue.v86l@outlook.com,pending,uv0o6,oh2tgf,2
mc_l_5yin,sarah.zj98@yahoo.com,unsubscribed,4soc2,b7uh7e,5
mc_l_xo0p,tom.ad47@outlook.com,subscribed,7dad1,hw88nt,5
mc_l_0gor,mark.ir3f@chandlerelectric.com,unsubscribed,jicvr,u1xu5q,4
mc_l_9zlo,dan.fn75@yahoo.com,pending,62bf9,782fmt,4
mc_l_eql0,john.3j87@gmail.com,pending,q77kd,l104wv,5
mc_l_lpmh,lisa.8ckz@gmail.com,subscribed,tn5at,4kgry9,4
mc_l_5y71,dan.ydmy@outlook.com,subscribed,wff4p,0uyoyw,5
mc_l_ohp8,bob.tkym@gmail.com,unsubscribed,zt5nk,uiqabf,5
mc_l_euvf,mike.nahs@contractor.net,unsubscribed,b00zq,ipm134,2
mc_l_nugx,lisa.no7b@yahoo.com,pending,7cmuk,fy8gi3,5
mc_l_xod3,lisa.76gw@contractor.net,subscribed,t1n0e,tyw02s,2
mc_l_u0jv,sarah.gpbj@outlook.com,pending,7fzg7,wf1bpf,5
mc_l_bjmg,pat.n9e6@hotmail.com,subscribed,3mv7u,f9dkr5,5
mc_l_opm1,ann.ctyz@outlook.com,subscribed,f4roy,9lpwen,2
mc_l_6dbk,tom.79sn@hotmail.com,subscribed,0pmfx,9ffnhg,1
mc_l_a9ba,john.3706@hotmail.com,pending,y4jty,s5de8n,5
mc_l_nyy4,mike.jib0@outlook.com,subscribed,8fhvp,lhxtl6,4
mc_l_63wh,pat.8vi7@outlook.com,unsubscribed,qkc7v,0ukk0u,2
mc_l_8ln6,joe.itks@yahoo.com,pending,i001w,8x10me,4
mc_l_oisa,amy.a7rc@hotmail.com,pending,fhdc6,sr06wk,5
mc_l_0qbk,amy.f11o@outlook.com,unsubscribed,ppizx,x433w1,3
mc_l_u27a,mike.p5zq@gmail.com,unsubscribed,jc64e,qav8n6,3
mc_l_ut5w,joe.cl47@yahoo.com,subscribed,z5wjh,rplljj,4
mc_l_igkh,sue.wd5e@gmail.com,unsubscribed,j6eit,ezaswz,5
mc_l_gt69,ann.h5cq@yahoo.com,unsubscribed,37t0r,8u8hiy,4
mc_l_vrph,jane.26uo@hotmail.com,pending,bhd0f,hpt9hj,1
mc_l_v5eq,sue.1ert@outlook.com,subscribed,wstkp,qagugo,5
mc_l_x7o9,ann.dh61@yahoo.com,pending,mj7sr,egjg1x,3
mc_l_pi0w,lisa.hbu1@gmail.com,subscribed,ujgng,2sk77y,1
mc_l_c0gs,bob.9smc@gmail.com,subscribed,4o3xp,vxxpes,1
mc_l_s5do,joe.zwkm@chandlerelectric.com,subscribed,owuzc,fis05d,1
mc_l_m76b,lisa.u9b3@hotmail.com,subscribed,8ynf7,wtthsy,1
mc_l_q1yx,mark.nabw@outlook.com,unsubscribed,y22iz,y2xy1m,4
mc_l_4htc,bob.jl5k@outlook.com,pending,ooa5b,dglgtb,2
mc_l_6pmx,mark.s1qv@chandlerelectric.com,subscribed,o0lln,jtmifz,2
mc_l_uq9i,ann.k9f3@yahoo.com,subscribed,2c2mf,me9e59,1
mc_l_8gks,joe.44dw@gmail.com,unsubscribed,9yxnr,faug4m,2
mc_l_lciw,sarah.e3hu@gmail.com,pending,sg8fe,4gpk7x,4
mc_l_cyoh,sarah.1lb1@chandlerelectric.com,unsubscribed,pu4bc,w4qq9s,2
mc_l_i26a,dan.76rx@gmail.com,unsubscribed,dy3cg,39bh3g,1
mc_l_z733,pat.ew0z@outlook.com,subscribed,9ja9n,0s2xcg,1
mc_l_k5d7,chris.w8fw@hotmail.com,unsubscribed,0cu8y,0fzuvd,5
mc_l_pnff,jane.v5dd@hotmail.com,subscribed,aie1d,sgatxy,5
mc_l_780g,ann.rkme@chandlerelectric.com,unsubscribed,45eef,c6nzpz,5
mc_l_mqst,lisa.kh2y@outlook.com,subscribed,v3od0,ls1sab,5
mc_l_7rnp,john.7tyi@hotmail.com,subscribed,3cwv5,r0plbu,4
mc_l_206e,jane.lmha@outlook.com,subscribed,7v6kq,i4arym,3
mc_l_j69i,sue.oug0@chandlerelectric.com,subscribed,pd5wz,406si6,5
mc_l_5lqg,john.ylba@chandlerelectric.com,pending,uv0m5,e4kbyv,5
mc_l_n7di,chris.0zkh@yahoo.com,subscribed,4gm5w,m6v2vq,2
mc_l_9i3o,john.giwq@contractor.net,pending,axfc6,wq0gdf,4
mc_l_di4i,joe.d6n7@gmail.com,pending,v0amk,p4jno8,4
mc_l_wsun,joe.w8dx@yahoo.com,pending,08iah,11x2nf,5
mc_l_qbj8,mark.gtlz@chandlerelectric.com,unsubscribed,0c4pc,hzkty5,1
mc_l_yfcz,pat.x4cu@hotmail.com,subscribed,naff4,zkzsyw,4
mc_l_al3w,sue.nlic@yahoo.com,unsubscribed,wfivp,doj9al,2
mc_l_q89q,sue.pxf3@gmail.com,unsubscribed,4olas,ul28ib,5
mc_l_w1hg,chris.r3n0@yahoo.com,unsubscribed,qik15,ffrjim,3
