id,name,type,distance,moving_time,elapsed_time,total_elevation_gain,average_speed,start_date,kudos_count,segment_id
act_0001,Morning Walk,Walk,3362.7,2012,3673,50,1.2,2026-09-01T06:30:00-04:00,0,
act_0002,Evening Walk,Walk,2220.6,3279,2781,50,1.2,2026-09-02T06:30:00-04:00,0,
act_0003,Morning Walk,Walk,2103.8,2860,3210,50,1.2,2026-09-03T06:30:00-04:00,0,
act_0004,Evening Walk,Walk,3344.5,3031,3801,50,1.2,2026-09-04T06:30:00-04:00,0,
act_0005,Morning Walk,Walk,3028.0,3427,3272,50,1.2,2026-09-05T06:30:00-04:00,0,
act_0006,Evening Walk,Walk,3143.7,3446,2974,50,1.2,2026-09-06T06:30:00-04:00,0,
act_0007,Morning Walk,Walk,4792.9,3476,2126,50,1.2,2026-09-07T06:30:00-04:00,0,
act_0008,Evening Walk,Walk,3577.9,2404,2765,50,1.2,2026-09-08T06:30:00-04:00,0,
act_0009,Morning Walk,Walk,2154.7,3214,2341,50,1.2,2026-09-09T06:30:00-04:00,0,
act_0010,Evening Walk,Walk,2857.9,2484,3878,50,1.2,2026-09-10T06:30:00-04:00,0,
act_0011,Morning Walk,Walk,4851.7,2762,3008,50,1.2,2026-09-11T06:30:00-04:00,0,
act_0012,Evening Walk,Walk,4719.3,3429,3938,50,1.2,2026-09-12T06:30:00-04:00,0,
act_0013,Morning Walk,Walk,2454.9,2638,3400,50,1.2,2026-09-13T06:30:00-04:00,0,
act_0014,Evening Walk,Walk,4022.9,2451,3304,50,1.2,2026-09-14T06:30:00-04:00,0,
act_0015,Morning Walk,Walk,4157.1,2316,3873,50,1.2,2026-09-15T06:30:00-04:00,0,
act_0016,Evening Walk,Walk,2123.1,2820,2367,50,1.2,2026-09-16T06:30:00-04:00,0,
act_0017,Morning Walk,Walk,4717.3,1875,3037,50,1.2,2026-09-17T06:30:00-04:00,0,
act_0018,Evening Walk,Walk,2714.6,2804,3906,50,1.2,2026-09-18T06:30:00-04:00,0,
act_0019,Morning Walk,Walk,4349.4,3477,2487,50,1.2,2026-09-19T06:30:00-04:00,0,
act_0020,Evening Walk,Walk,3043.6,2759,3374,50,1.2,2026-09-20T06:30:00-04:00,0,
act_0021,Morning Walk,Walk,4049.3,3208,2813,50,1.2,2026-09-21T06:30:00-04:00,0,
act_0022,Evening Walk,Walk,3032.5,2024,2126,50,1.2,2026-09-22T06:30:00-04:00,0,
act_0023,Morning Walk,Walk,3421.4,1843,2779,50,1.2,2026-09-23T06:30:00-04:00,0,
act_0024,Evening Walk,Walk,4403.5,3580,3343,50,1.2,2026-09-24T06:30:00-04:00,0,
act_0025,Morning Walk,Walk,4182.2,2414,3500,50,1.2,2026-09-25T06:30:00-04:00,0,
act_0026,Evening Walk,Walk,4078.8,2583,3359,50,1.2,2026-09-26T06:30:00-04:00,0,
act_0027,Morning Walk,Walk,2672.9,3392,3165,50,1.2,2026-09-27T06:30:00-04:00,0,
act_0028,Evening Walk,Walk,2044.5,2350,2104,50,1.2,2026-09-28T06:30:00-04:00,0,
act_0029,Morning Walk,Walk,3647.9,3386,3391,50,1.2,2026-09-29T06:30:00-04:00,0,
act_0030,Evening Walk,Walk,3171.9,3312,3964,50,1.2,2026-09-30T06:30:00-04:00,0,
