message_id,to_email,from_email,subject,template_id,status,opens,clicks,sent_at
sg-msg-001,contact.1@example.com,transactional@cornerstone-museum.org,Donation receipt,sg-tpl-001,delivered,1,2,2026-09-27T14:00:00Z
sg-msg-002,contact.2@example.com,transactional@cornerstone-museum.org,Donation receipt,sg-tpl-003,delivered,0,2,2026-09-28T13:00:00Z
sg-msg-003,contact.3@example.com,transactional@cornerstone-museum.org,Press release,sg-tpl-001,delivered,0,0,2026-09-27T13:00:00Z
sg-msg-004,contact.4@example.com,transactional@cornerstone-museum.org,Press release,sg-tpl-002,delivered,4,2,2026-09-27T10:00:00Z
sg-msg-005,contact.5@example.com,transactional@cornerstone-museum.org,Press release,sg-tpl-001,delivered,3,2,2026-09-21T18:00:00Z
sg-msg-006,contact.6@example.com,transactional@cornerstone-museum.org,Donation receipt,sg-tpl-003,delivered,4,0,2026-09-27T17:00:00Z
sg-msg-007,contact.7@example.com,transactional@cornerstone-museum.org,Donation receipt,sg-tpl-003,delivered,4,0,2026-09-26T11:00:00Z
sg-msg-008,contact.8@example.com,transactional@cornerstone-museum.org,Donation receipt,sg-tpl-002,delivered,0,2,2026-09-26T12:00:00Z
sg-msg-009,contact.9@example.com,transactional@cornerstone-museum.org,Donation receipt,sg-tpl-003,delivered,1,1,2026-09-28T18:00:00Z
sg-msg-010,contact.10@example.com,transactional@cornerstone-museum.org,Education program confirmation,sg-tpl-003,delivered,1,1,2026-09-25T17:00:00Z
