id,email,first_name,last_name,country,list_ids,created_at,updated_at
sg-c-001,contact.1@example.com,First1,Last1,US,sg-list-001,2024-03-12T09:00:00Z,2026-09-28T09:00:00Z
sg-c-002,contact.2@example.com,First2,Last2,US,sg-list-003,2024-03-12T09:00:00Z,2026-09-28T09:00:00Z
sg-c-003,contact.3@example.com,First3,Last3,US,sg-list-002,2024-03-12T09:00:00Z,2026-09-28T09:00:00Z
sg-c-004,contact.4@example.com,First4,Last4,US,sg-list-001,2024-03-12T09:00:00Z,2026-09-28T09:00:00Z
sg-c-005,contact.5@example.com,First5,Last5,US,sg-list-001,2024-03-12T09:00:00Z,2026-09-28T09:00:00Z
sg-c-006,contact.6@example.com,First6,Last6,US,sg-list-002,2024-03-12T09:00:00Z,2026-09-28T09:00:00Z
sg-c-007,contact.7@example.com,First7,Last7,US,sg-list-003,2024-03-12T09:00:00Z,2026-09-28T09:00:00Z
sg-c-008,contact.8@example.com,First8,Last8,US,sg-list-002,2024-03-12T09:00:00Z,2026-09-28T09:00:00Z
sg-c-009,contact.9@example.com,First9,Last9,US,sg-list-002,2024-03-12T09:00:00Z,2026-09-28T09:00:00Z
sg-c-010,contact.10@example.com,First10,Last10,US,sg-list-003,2024-03-12T09:00:00Z,2026-09-28T09:00:00Z
