id,name,company,from_name,from_email,subject,member_count,unsubscribe_count,date_created
list-000,Family Newsletter 0,Personal,Mary Vasquez,mary.vasquez@Finthesiss.ai,Update 0,252,10,2025-01-01T00:00:00Z
list-001,Family Newsletter 1,Personal,Mary Vasquez,mary.vasquez@Finthesiss.ai,Update 1,197,9,2025-01-02T00:00:00Z
list-002,Book Club 2,Personal,Mary Vasquez,mary.vasquez@Finthesiss.ai,Update 2,267,5,2025-01-03T00:00:00Z
list-003,Neighbourhood Notices 3,Personal,Mary Vasquez,mary.vasquez@Finthesiss.ai,Update 3,78,15,2025-01-04T00:00:00Z
list-004,Book Club 4,Personal,Mary Vasquez,mary.vasquez@Finthesiss.ai,Update 4,180,14,2025-01-05T00:00:00Z
list-005,Book Club 5,Personal,Mary Vasquez,mary.vasquez@Finthesiss.ai,Update 5,209,14,2025-01-06T00:00:00Z
list-006,Neighbourhood Notices 6,Personal,Mary Vasquez,mary.vasquez@Finthesiss.ai,Update 6,186,1,2025-01-07T00:00:00Z
list-007,Family Newsletter 7,Personal,Mary Vasquez,mary.vasquez@Finthesiss.ai,Update 7,206,6,2025-01-08T00:00:00Z
list-008,Book Club 8,Personal,Mary Vasquez,mary.vasquez@Finthesiss.ai,Update 8,49,0,2025-01-09T00:00:00Z
list-009,Neighbourhood Notices 9,Personal,Mary Vasquez,mary.vasquez@Finthesiss.ai,Update 9,34,0,2025-01-10T00:00:00Z
list-ext-00010,Newsletter Audience 10,Northline Tutoring 10,Community News,news10@mailer.example,Community Update 10,3960,66,2025-01-11T10:00:00Z
list-ext-00011,Newsletter Audience 11,Maple Music 11,Community News,news11@mailer.example,Community Update 11,4961,0,2025-01-12T10:00:00Z
list-ext-00012,Newsletter Audience 12,ClearPath 12,Community News,news12@mailer.example,Community Update 12,3303,63,2025-01-13T10:00:00Z
list-ext-00013,Newsletter Audience 13,GreenLeaf 13,Community News,news13@mailer.example,Community Update 13,4149,49,2025-01-14T10:00:00Z
list-ext-00014,Newsletter Audience 14,BrightWave 14,Community News,news14@mailer.example,Community Update 14,2398,20,2025-01-15T10:00:00Z
list-ext-00015,Newsletter Audience 15,Summit 15,Community News,news15@mailer.example,Community Update 15,2615,1,2025-01-16T10:00:00Z
list-ext-00016,Newsletter Audience 16,Harbour 16,Community News,news16@mailer.example,Community Update 16,591,81,2025-01-17T10:00:00Z
list-ext-00017,Newsletter Audience 17,Cedar 17,Community News,news17@mailer.example,Community Update 17,1480,60,2025-01-18T10:00:00Z
list-ext-00018,Newsletter Audience 18,Aurora 18,Community News,news18@mailer.example,Community Update 18,196,38,2025-01-19T10:00:00Z
list-ext-00019,Newsletter Audience 19,Trailhead 19,Community News,news19@mailer.example,Community Update 19,4306,15,2025-01-20T10:00:00Z
list-ext-00020,Newsletter Audience 20,Northline Tutoring 20,Community News,news20@mailer.example,Community Update 20,1734,91,2025-01-21T10:00:00Z
list-ext-00021,Newsletter Audience 21,Maple Music 21,Community News,news21@mailer.example,Community Update 21,4560,70,2025-01-22T10:00:00Z
list-ext-00022,Newsletter Audience 22,ClearPath 22,Community News,news22@mailer.example,Community Update 22,95,86,2025-01-23T10:00:00Z
list-ext-00023,Newsletter Audience 23,GreenLeaf 23,Community News,news23@mailer.example,Community Update 23,2743,62,2025-01-24T10:00:00Z
list-ext-00024,Newsletter Audience 24,BrightWave 24,Community News,news24@mailer.example,Community Update 24,925,76,2025-01-25T10:00:00Z
list-ext-00025,Newsletter Audience 25,Summit 25,Community News,news25@mailer.example,Community Update 25,3501,16,2025-01-26T10:00:00Z
list-ext-00026,Newsletter Audience 26,Harbour 26,Community News,news26@mailer.example,Community Update 26,2648,41,2025-01-27T10:00:00Z
list-ext-00027,Newsletter Audience 27,Cedar 27,Community News,news27@mailer.example,Community Update 27,4677,4,2025-01-28T10:00:00Z
list-ext-00028,Newsletter Audience 28,Aurora 28,Community News,news28@mailer.example,Community Update 28,4961,86,2025-01-29T10:00:00Z
list-ext-00029,Newsletter Audience 29,Trailhead 29,Community News,news29@mailer.example,Community Update 29,4019,76,2025-01-30T10:00:00Z
list-ext-00030,Newsletter Audience 30,Northline Tutoring 30,Community News,news30@mailer.example,Community Update 30,3483,100,2025-01-31T10:00:00Z
list-ext-00031,Newsletter Audience 31,Maple Music 31,Community News,news31@mailer.example,Community Update 31,3531,89,2025-02-01T10:00:00Z
list-ext-00032,Newsletter Audience 32,ClearPath 32,Community News,news32@mailer.example,Community Update 32,4883,45,2025-02-02T10:00:00Z
list-ext-00033,Newsletter Audience 33,GreenLeaf 33,Community News,news33@mailer.example,Community Update 33,4907,7,2025-02-03T10:00:00Z
list-ext-00034,Newsletter Audience 34,BrightWave 34,Community News,news34@mailer.example,Community Update 34,3684,87,2025-02-04T10:00:00Z
list-ext-00035,Newsletter Audience 35,Summit 35,Community News,news35@mailer.example,Community Update 35,618,20,2025-02-05T10:00:00Z
list-ext-00036,Newsletter Audience 36,Harbour 36,Community News,news36@mailer.example,Community Update 36,3827,85,2025-02-06T10:00:00Z
list-ext-00037,Newsletter Audience 37,Cedar 37,Community News,news37@mailer.example,Community Update 37,3640,50,2025-02-07T10:00:00Z
list-ext-00038,Newsletter Audience 38,Aurora 38,Community News,news38@mailer.example,Community Update 38,1966,37,2025-02-08T10:00:00Z
